Idade ;Género;Estado Civil ;Nível de Escolaridade ;Qual o Concelho em que vive;Distrito de Residência;Região de Residência;Qual o Concelho de destino da maioria das deslocações quotidianas;Qual o modo de transporte que MAIS usa diariamente?;Utiliza outro modo de transporte diariamente? Indique quais;Qual a distância de sua casa até ao local de destino mais habitual (em km)?;Quanto tempo demora de casa ao local de destino mais habitual?;Costuma usar a bicicleta maioritariamente para ;Como Modo de Transporte utiliza a Bicicleta quantos dias por semana?;Gostaria de usar mais vezes a bicicleta na deslocação diária (como modo de transporte)?;Porque não usa a bicicleta como modo de transporte?;O que o/a faria usar (ou usar mais) a bicicleta como modo de transporte?;Quantos  pedala por semana, enquanto modo de transporte?;Qual o tipo de bicicleta que mais utiliza?;Em média quantos dias por semana pedala (considerando todos os modos);Quantos km pedala por semana, enquanto lazer?;Quanto km pedala por semana, enquanto deporto?
45-49 anos;Masculino;Casado/a;Licenciatura;Póvoa de Varzim;Porto;Norte;Vila do Conde;De Bicicleta;A pé, De Carro (Condutor);3,5;21 a 35 minutos;Como Modo de Transporte;7;Sim;;Ter ciclovias seguras de casa até ao meu destino, Garantir que os carros andem a uma velocidade reduzida;60;Bicicleta Urbana/Convencional;7;60;60
50-54 anos;Masculino;Divorciado/a;Ensino Secundário;Viseu;Viseu;Centro;Viseu;De Mota (condutor);Mais nenhum;3,5;Menos de 5 minutos;Para Desporto;;Sim;;Ter estacionamento seguro para bicicletas no destino;0;Bicicleta de Estrada, Bicicleta de Montanha;1;;70
30-34 anos;Feminino;Solteiro/a;Licenciatura;Aveiro;Aveiro;Centro;Aveiro;De Carro (Condutor);A pé;3,2;5 a 20 minutos;Não uso;;;Já não ando de bicicleta há muitos anos;Ter uma bicicleta, Aprender a andar de bicicleta em meio urbano;;;;;
15-19 anos;Feminino;Solteiro/a;Ensino Secundário;Vila Verde;Braga;Norte;Vila Verde;De Transporte Público;De Carro (Passageiro);3,2;5 a 20 minutos;Não uso;;;Não me sinto confortável usar a bicicleta no meio do trânsito;Nada, não gosto.;;;;;
65-69 anos;Masculino;Casado/a;Ensino Básico (2.º Ciclo);Alcobaça;Leiria;Centro;Alcobaça;De Carro (Condutor);De Bicicleta;3;Menos de 5 minutos;Para Desporto;1;Não;;Mais nada, já vou de bicicleta.;1;Bicicleta Elétrica;4;300;400
30-34 anos;Masculino;Solteiro/a;Mestrado;Almada;Setúbal;Área Metropolitana de Lisboa;Almada;De Bicicleta;De Transporte Público;3;5 a 20 minutos;Como Modo de Transporte;7;Sim;;Ter ciclovias seguras de casa até ao meu destino, Só se passasse a morar mais longe do destino;60;Bicicleta de Cicloturismo, Bicicleta de Estrada;7;40;10
45-49 anos;Feminino;Divorciado/a;Licenciatura;Almada;Setúbal;Área Metropolitana de Lisboa;Almada;A pé;De Bicicleta, De Transporte Público, De Carro (Condutor);3;5 a 20 minutos;Como Modo de Transporte;4;Sim;;Aprender a andar de bicicleta em meio urbano, Ter ciclovias seguras de casa até ao meu destino, Garantir que os carros andem a uma velocidade reduzida, Ter estacionamento seguro para bicicletas no destino, Conseguir articular o uso da bicicleta com outro modo de transporte;24;Bicicleta Elétrica;4;;
60-64 anos;Masculino;Casado/a;Licenciatura;Almada;Setúbal;Área Metropolitana de Lisboa;Lisboa;A pé;De Transporte Público;3;5 a 20 minutos;Para Lazer;;Não;;NÃO TENHO VANTAGEM;0;Bicicleta de Estrada;1;30;
40-44 anos;Masculino;Unido de Facto;Licenciatura;Almada;Setúbal;Área Metropolitana de Lisboa;Almada;De Carro (Condutor);A pé;3;5 a 20 minutos;Para Lazer;;Sim;;Ter ciclovias seguras de casa até ao meu destino;0;Bicicleta de Montanha;3;150;150
25-29 anos;Feminino;Solteiro/a;Mestrado;Amadora;Lisboa;Área Metropolitana de Lisboa;Lisboa;De Transporte Público;A pé;3;5 a 20 minutos;Não uso;;;Não sei andar de bicicleta, Já não ando de bicicleta há muitos anos, Não tenho bicicleta;Ter uma bicicleta, Aprender a andar de bicicleta em meio urbano, Ter ciclovias seguras de casa até ao meu destino;;;;;
55-59 anos;Masculino;Casado/a;Ensino Secundário;Amadora;Lisboa;Área Metropolitana de Lisboa;Amadora;De Carro (Condutor);Mais nenhum;3;5 a 20 minutos;Para Lazer;;Sim;;O meu trabalho não me permite usar a bicicleta;0;Bicicleta Elétrica;1;50;50
55-59 anos;Masculino;Solteiro/a;Licenciatura;Amadora;Lisboa;Área Metropolitana de Lisboa;Lisboa;De Carro (Condutor);Mais nenhum;3;5 a 20 minutos;Não uso;;;Não tenho bicicleta, Não há uma rede segura de ciclovias para as minhas deslocações, Não me sinto confortável usar a bicicleta no meio do trânsito, Há muitas subidas no meu percurso, É caro ter uma bicicleta, Não acho prático, Não tenho onde guardar a minha bicicleta;Ter ciclovias seguras de casa até ao meu destino, Ter estacionamento seguro para bicicletas no destino, Ter vantagens por ir de bicicleta para o destino;;;;;
60-64 anos;Masculino;Casado/a;Ensino Secundário;Amadora;Lisboa;Área Metropolitana de Lisboa;Lisboa;De Carro (Condutor);A pé;3;5 a 20 minutos;Para Lazer;;Sim;;Ter ciclovias seguras de casa até ao meu destino;0;Bicicleta de Estrada, Bicicleta de Montanha;1;50;
60-64 anos;Masculino;Casado/a;Ensino Secundário;Amadora;Lisboa;Área Metropolitana de Lisboa;Lisboa;De Carro (Condutor);A pé, De Bicicleta;3;5 a 20 minutos;Como Modo de Transporte;2;Sim;;Ter ciclovias seguras de casa até ao meu destino, Bom tempo;20;Bicicleta Elétrica;2;;
30-34 anos;Masculino;Casado/a;Mestrado;Anadia;Aveiro;Centro;Anadia;De Bicicleta;A pé, De Carro (Condutor);3;Menos de 5 minutos;Para Desporto;;Sim;;Ter ciclovias seguras de casa até ao meu destino, Garantir que os carros andem a uma velocidade reduzida;0;Bicicleta de Estrada;4;200;200
40-44 anos;Masculino;Unido de Facto;Licenciatura;Aveiro;Aveiro;Centro;Aveiro;De Carro (Passageiro);A pé;3;Menos de 5 minutos;Não uso;;;Não tenho bicicleta, Não há uma rede segura de ciclovias para as minhas deslocações, Não me sinto confortável usar a bicicleta no meio do trânsito, Preocupa-me que quem anda de carro não me respeite na bicicleta, Tenho de levar o(s) meu(s) filho(s) à escola, Tenho medo de transportar o(s) meu(s) filho(s) na bicicleta;Ter ciclovias seguras de casa até ao meu destino, Garantir que os carros andem a uma velocidade reduzida;;;;;
20-24 anos;Masculino;Unido de Facto;Ensino Secundário;Aveiro;Aveiro;Centro;Aveiro;De Bicicleta;A pé;3;5 a 20 minutos;Como Modo de Transporte;5;Não;;Ter ciclovias seguras de casa até ao meu destino, Ter estacionamento seguro para bicicletas no destino;30;Outra;6;30;
45-49 anos;Masculino;Casado/a;Doutoramento;Aveiro;Aveiro;Centro;Aveiro;De Bicicleta;A pé, De Transporte Público, De Carro (Condutor), De Carro (Passageiro);3;5 a 20 minutos;Como Modo de Transporte;6;Não;;Ter ciclovias seguras de casa até ao meu destino;25;Bicicleta Urbana/Convencional;6;;
20-24 anos;Masculino;Solteiro/a;Mestrado;Aveiro;Aveiro;Centro;Aveiro;De Bicicleta;A pé;3;5 a 20 minutos;Como Modo de Transporte;6;Sim;;Aprender a andar de bicicleta em meio urbano, Ter ciclovias seguras de casa até ao meu destino, Garantir que os carros andem a uma velocidade reduzida, Ter estacionamento seguro para bicicletas no destino, Conseguir articular o uso da bicicleta com outro modo de transporte;50;Bicicleta Urbana/Convencional;6;10;20
45-49 anos;Masculino;Casado/a;Ensino Secundário;Aveiro;Aveiro;Centro;Aveiro;De Bicicleta;Mais nenhum;3;5 a 20 minutos;Como Modo de Transporte;5;Não;;Mais nada, já vou de bicicleta.;50;Bicicleta de Estrada;5;10;
40-44 anos;Masculino;Casado/a;Licenciatura;Aveiro;Aveiro;Centro;Aveiro;De Bicicleta;A pé, De Carro (Condutor);3;5 a 20 minutos;Como Modo de Transporte;5;Sim;;Ter ciclovias seguras de casa até ao meu destino, Garantir que os carros andem a uma velocidade reduzida, Ter estacionamento seguro para bicicletas no destino;20;Bicicleta Urbana/Convencional;5;;
45-49 anos;Feminino;Unido de Facto;Mestrado;Aveiro;Aveiro;Centro;Aveiro;De Carro (Condutor);A pé;3;5 a 20 minutos;Para Lazer;;Sim;;Ter ciclovias seguras de casa até ao meu destino;0;Bicicleta Urbana/Convencional;1;2;
45-49 anos;Feminino;Casado/a;Licenciatura;Aveiro;Aveiro;Centro;Aveiro;A pé;De Bicicleta, De Carro (Condutor);3;5 a 20 minutos;Para Lazer;1;Sim;;Ter ciclovias seguras de casa até ao meu destino, Ter estacionamento seguro para bicicletas no destino;6;Bicicleta de Montanha;1;10;
35-39 anos;Masculino;Solteiro/a;Ensino Secundário;Aveiro;Aveiro;Centro;Aveiro;De Carro (Passageiro);De Bicicleta;3;Menos de 5 minutos;Para Desporto;4;Sim;;Ter ciclovias seguras de casa até ao meu destino, Ter estacionamento seguro para bicicletas no destino, Ter vantagens por ir de bicicleta para o destino;15;Bicicleta de Estrada;6;30;300
30-34 anos;Masculino;Casado/a;Mestrado;Aveiro;Aveiro;Centro;Aveiro;De Carro (Condutor);A pé;3;Menos de 5 minutos;Não uso;;;Já não ando de bicicleta há muitos anos, Não tenho bicicleta, Não me sinto confortável usar a bicicleta no meio do trânsito, É perigoso andar de bicicleta, Tenho de levar o(s) meu(s) filho(s) à escola;Nada, não gosto., Não me posso deslocar de bicicleta;;;;;
45-49 anos;Feminino;Divorciado/a;Mestrado;Aveiro;Aveiro;Centro;Aveiro;De Carro (Condutor);De Bicicleta;3;5 a 20 minutos;Para Desporto;2;Sim;;Ter ciclovias seguras de casa até ao meu destino;6;Bicicleta Dobrável;2;6;6
30-34 anos;Feminino;Casado/a;Licenciatura;Aveiro;Aveiro;Centro;Aveiro;De Bicicleta;A pé;3;5 a 20 minutos;Como Modo de Transporte;7;Sim;;Ter ciclovias seguras de casa até ao meu destino, Garantir que os carros andem a uma velocidade reduzida;50;Bicicleta Elétrica, Bicicleta Urbana/Convencional;7;5;
35-39 anos;Feminino;Unido de Facto;Mestrado;Aveiro;Aveiro;Centro;Aveiro;De Bicicleta;A pé, De Carro (Condutor);3;5 a 20 minutos;Como Modo de Transporte;3;Sim;;Mais nada, já vou de bicicleta.;40;Bicicleta Urbana/Convencional;5;10;
65-69 anos;Feminino;Viúvo/a;Licenciatura;Aveiro;Aveiro;Centro;Aveiro;A pé;Mais nenhum;3;5 a 20 minutos;Não uso;;;A minha condição física não me permite andar de bicicleta;Não me posso deslocar de bicicleta;;;;;
20-24 anos;Masculino;Solteiro/a;Mestrado;Aveiro;Aveiro;Centro;Aveiro;De Carro (Condutor);A pé;3;5 a 20 minutos;Não uso;;;Não há uma rede segura de ciclovias para as minhas deslocações, Não me sinto confortável usar a bicicleta no meio do trânsito, Preocupa-me que quem anda de carro não me respeite na bicicleta, Tenho medo de andar de bicicleta no meio urbano, Não quero chegar suado;Ter ciclovias seguras de casa até ao meu destino, Garantir que os carros andem a uma velocidade reduzida;;;;;
30-34 anos;Feminino;Solteiro/a;Mestrado;Aveiro;Aveiro;Centro;Aveiro;De Carro (Condutor);De Bicicleta;3;5 a 20 minutos;Como Modo de Transporte;2;Sim;;Ter ciclovias seguras de casa até ao meu destino, Garantir que os carros andem a uma velocidade reduzida;12;Bicicleta Elétrica;3;20;
45-49 anos;Feminino;Solteiro/a;Licenciatura;Aveiro;Aveiro;Centro;Aveiro;De Carro (Condutor);A pé, De Bicicleta;3;5 a 20 minutos;Para Desporto;;Sim;;Ter ciclovias seguras de casa até ao meu destino, Ter estacionamento seguro para bicicletas no destino, Conseguir articular o uso da bicicleta com outro modo de transporte, ter onde guardar a bicicleta com segurança é, sem duvida, o maior impeditivo para nao a usar mais.;0;Bicicleta Elétrica, Bicicleta de Cicloturismo;5;30;100
45-49 anos;Feminino;Unido de Facto;Licenciatura;Aveiro;Aveiro;Centro;Aveiro;De Carro (Condutor);A pé, De Bicicleta, De Carro (Passageiro);3;5 a 20 minutos;Como Modo de Transporte;3;Sim;;Ter ciclovias seguras de casa até ao meu destino, Ter estacionamento seguro para bicicletas no destino;9;Bicicleta Urbana/Convencional;4;12;
45-49 anos;Masculino;Casado/a;Licenciatura;Aveiro;Aveiro;Centro;Aveiro;De Carro (Condutor);Mais nenhum;3;Menos de 5 minutos;Não uso;;;Não consigo transportar o(s) meu(s) filho(s) na bicicleta, Tenho de levar o(s) meu(s) filho(s) à escola, Tenho medo de transportar o(s) meu(s) filho(s) na bicicleta, Tenho medo que o(s) meu(s) filho(s) usem bicicleta, mesmo comigo a acompanhar;Ter ciclovias seguras de casa até ao meu destino, Receber por cada km que pedalasse;;;;;
45-49 anos;Feminino;Solteiro/a;Mestrado;Aveiro;Aveiro;Centro;Aveiro;De Carro (Condutor);Mais nenhum;3;5 a 20 minutos;Não uso;;;Não há uma rede segura de ciclovias para as minhas deslocações, Não me sinto confortável usar a bicicleta no meio do trânsito, Preocupa-me que quem anda de carro não me respeite na bicicleta, Tenho medo de andar de bicicleta no meio urbano, A minha condição física não me permite andar de bicicleta;Ter ciclovias seguras de casa até ao meu destino;;;;;
25-29 anos;Masculino;Solteiro/a;Mestrado;Aveiro;Aveiro;Centro;Aveiro;De Bicicleta;A pé, De Carro (Condutor);3;5 a 20 minutos;Como Modo de Transporte;2;Sim;;Ter ciclovias seguras de casa até ao meu destino, Garantir que os carros andem a uma velocidade reduzida, Ter estacionamento seguro para bicicletas no destino, Ter vantagens por ir de bicicleta para o destino, Receber por cada km que pedalasse;12;Bicicleta Urbana/Convencional;2;;
45-49 anos;Masculino;Casado/a;Licenciatura;Barreiro;Setúbal;Área Metropolitana de Lisboa;Barreiro;De Bicicleta;De Carro (Condutor);3;5 a 20 minutos;Para Desporto;4;Sim;;Ter ciclovias seguras de casa até ao meu destino, Garantir que os carros andem a uma velocidade reduzida, Conseguir articular o uso da bicicleta com outro modo de transporte;25;Bicicleta de Estrada;6;10;200
35-39 anos;Masculino;Casado/a;Licenciatura;Braga;Braga;Norte;Braga;De Bicicleta;A pé, De Carro (Condutor);3;5 a 20 minutos;Como Modo de Transporte;7;Sim;;Ter ciclovias seguras de casa até ao meu destino, Garantir que os carros andem a uma velocidade reduzida, Ter estacionamento seguro para bicicletas no destino;50;Bicicleta de Carga;7;50;50
25-29 anos;Masculino;Solteiro/a;Mestrado;Braga;Braga;Norte;Braga;De Carro (Condutor);A pé, De Bicicleta, De Transporte Público;3;5 a 20 minutos;Para Lazer;;Sim;;Ter ciclovias seguras de casa até ao meu destino, Garantir que os carros andem a uma velocidade reduzida, Ter estacionamento seguro para bicicletas no destino, Ter vantagens por ir de bicicleta para o destino, Receber por cada km que pedalasse;0;Bicicleta Urbana/Convencional;1;10;
30-34 anos;Masculino;Solteiro/a;Licenciatura;Braga;Braga;Norte;Braga;De Mota (condutor);A pé, De Bicicleta;3;5 a 20 minutos;Para Desporto;;Sim;;Ter ciclovias seguras de casa até ao meu destino, Ter vantagens por ir de bicicleta para o destino, Receber por cada km que pedalasse;0;Bicicleta de Estrada;1;;15
45-49 anos;Feminino;Unido de Facto;Licenciatura;Braga;Braga;Norte;Braga;De Carro (Condutor);A pé;3;5 a 20 minutos;Não uso;;;Não tenho bicicleta;Ter uma bicicleta, Ter ciclovias seguras de casa até ao meu destino;;;;;
30-34 anos;Feminino;Unido de Facto;Licenciatura;Braga;Braga;Norte;Braga;De Carro (Condutor);A pé;3;5 a 20 minutos;Para Lazer;;Sim;;Aprender a andar de bicicleta em meio urbano, Ter ciclovias seguras de casa até ao meu destino, Garantir que os carros andem a uma velocidade reduzida;0;Bicicleta Urbana/Convencional;2;10;
60-64 anos;Masculino;Unido de Facto;Ensino Secundário;Braga;Braga;Norte;Braga;De Bicicleta;A pé, De Bicicleta, De Carro (Condutor);3;5 a 20 minutos;Como Modo de Transporte;5;Sim;;Mais nada, já vou de bicicleta;60;Bicicleta Elétrica, Bicicleta Dobrável;6;30;
45-49 anos;Feminino;Casado/a;Formação Técnica;Braga;Braga;Norte;Braga;De Bicicleta;A pé, De Bicicleta;3;5 a 20 minutos;Como Modo de Transporte;7;Sim;;Ter ciclovias seguras de casa até ao meu destino, Garantir que os carros andem a uma velocidade reduzida, Ter estacionamento seguro para bicicletas no destino, Conseguir articular o uso da bicicleta com outro modo de transporte;50;Bicicleta Elétrica;7;30;30
30-34 anos;Masculino;Casado/a;Ensino Secundário;Braga;Braga;Norte;Braga;De Carro (Condutor);Mais nenhum;3;5 a 20 minutos;Não uso;;;Não tenho bicicleta;Ter uma bicicleta;;;;;
30-34 anos;Masculino;Unido de Facto;Mestrado;Braga;Braga;Norte;Braga;De Bicicleta;A pé;3;5 a 20 minutos;Como Modo de Transporte;6;Sim;;Mais nada, já vou de bicicleta, Ter ciclovias seguras de casa até ao meu destino;30;Bicicleta de Estrada, Bicicleta de Montanha;7;;200
45-49 anos;Feminino;Casado/a;Licenciatura;Braga;Braga;Norte;Braga;De Bicicleta;De Carro (Condutor);3;5 a 20 minutos;Como Modo de Transporte;7;Sim;;Ter ciclovias seguras de casa até ao meu destino, Garantir que os carros andem a uma velocidade reduzida, Ter vantagens por ir de bicicleta para o destino, Receber por cada km que pedalasse;80;Bicicleta de Montanha;6;10;
65-69 anos;Feminino;Viúvo/a;Licenciatura;Braga;Braga;Norte;Braga;De Carro (Condutor);A pé;3;5 a 20 minutos;Não uso;;;Não sei andar de bicicleta, Não tenho bicicleta, Não me sinto confortável usar a bicicleta no meio do trânsito, É perigoso andar de bicicleta;Nada, não gosto;;;;;
35-39 anos;Feminino;Divorciado/a;Licenciatura;Braga;Braga;Norte;Braga;De Carro (Condutor);Mais nenhum;3;5 a 20 minutos;Não uso;;;Não tenho bicicleta, Não quero chegar molhado, Não quero chegar suado, É perigoso andar de bicicleta;Aprender a andar de bicicleta em meio urbano, Ter ciclovias seguras de casa até ao meu destino, Garantir que os carros andem a uma velocidade reduzida, Ter vantagens por ir de bicicleta para o destino;;;;;
45-49 anos;Feminino;Divorciado/a;Licenciatura;Braga;Braga;Norte;Braga;De Carro (Condutor);Mais nenhum;3;21 a 35 minutos;Para Lazer;;Sim;;Ter ciclovias seguras de casa até ao meu destino;0;Bicicleta de Montanha;1;10;
65-69 anos;Masculino;Unido de Facto;Licenciatura;Braga;Braga;Norte;Braga;De Carro (Condutor);A pé, De Mota (condutor);3;5 a 20 minutos;Para Lazer;2;Sim;;Ter ciclovias seguras de casa até ao meu destino, Garantir que os carros andem a uma velocidade reduzida, Ter estacionamento seguro para bicicletas no destino;10;Bicicleta Urbana/Convencional;2;10;
40-44 anos;Masculino;Divorciado/a;Licenciatura;Braga;Braga;Norte;Braga;A pé;De Carro (Condutor);3;5 a 20 minutos;Para Lazer;;Sim;;Ter ciclovias seguras de casa até ao meu destino, Garantir que os carros andem a uma velocidade reduzida, Ter estacionamento seguro para bicicletas no destino;0;Bicicleta de Montanha;1;;
15-19 anos;Masculino;Solteiro/a;Ensino Secundário;Braga;Braga;Norte;Braga;De Bicicleta;A pé, De Transporte Público, De Carro (Passageiro);3;5 a 20 minutos;Como Modo de Transporte;5;Sim;;Ter ciclovias seguras de casa até ao meu destino, Garantir que os carros andem a uma velocidade reduzida, Ter estacionamento seguro para bicicletas no destino, Conseguir articular o uso da bicicleta com outro modo de transporte;60;Bicicleta Elétrica;5;6;2
35-39 anos;Masculino;Unido de Facto;Licenciatura;Braga;Braga;Norte;Braga;A pé;De Bicicleta, De Carro (Condutor);3;Menos de 5 minutos;Para Desporto;1;Sim;;Ter ciclovias seguras de casa até ao meu destino, Garantir que os carros andem a uma velocidade reduzida, Ter estacionamento seguro para bicicletas no destino, Conseguir articular o uso da bicicleta com outro modo de transporte;6;Bicicleta Urbana/Convencional, Bicicleta de Montanha;1;;5
50-54 anos;Masculino;Casado/a;Licenciatura;Braga;Braga;Norte;Braga;De Carro (Condutor);A pé;3;5 a 20 minutos;Para Lazer;;Sim;;Ter ciclovias seguras de casa até ao meu destino;0;Bicicleta de Montanha;1;15;12
50-54 anos;Feminino;Solteiro/a;Licenciatura;Braga;Braga;Norte;Braga;De Bicicleta;A pé;3;5 a 20 minutos;Para Lazer;3;Sim;;Mais nada, já vou de bicicleta, Ter ciclovias seguras de casa até ao meu destino, Garantir que os carros andem a uma velocidade reduzida, Ter estacionamento seguro para bicicletas no destino, Ter vantagens por ir de bicicleta para o destino;30;Bicicleta Urbana/Convencional;3;5;5
35-39 anos;Feminino;Unido de Facto;Licenciatura;Braga;Braga;Norte;Braga;De Bicicleta;De Carro (Passageiro);3;5 a 20 minutos;Como Modo de Transporte;5;Sim;;Aprender a andar de bicicleta em meio urbano, Ter ciclovias seguras de casa até ao meu destino, Garantir que os carros andem a uma velocidade reduzida;17;Bicicleta Elétrica;5;7,5;
